#N_elem,N_iter,N_block,dtype,method,t_tot,t_copy,t_exec,t_backcopy
65536,2000,64,float,cuda_naive,39104434,134376,38948057,18508
65536,2000,64,float,cuda_shared,28812558,133399,28657857,17880
65536,2000,64,float,cuda_optim,31604011,134795,31448123,17740
65536,2000,64,double,cuda_naive,44911096,188015,44699893,19766
65536,2000,64,double,cuda_shared,32769295,172160,32575902,17810
65536,2000,128,uint16_t,cuda_naive,34656778,118383,34515278,19626
65536,2000,128,uint16_t,cuda_shared,27102096,118662,26962481,17670
65536,2000,128,uint32_t,cuda_naive,37352685,133189,37197704,18369
65536,2000,128,uint32_t,cuda_shared,28454798,133259,28300726,17530
65536,2000,128,float,cuda_naive,37340950,139545,37179755,18299
65536,2000,128,float,cuda_shared,28638692,133328,28484481,17530
65536,2000,128,float,cuda_optim,30161390,132630,30008017,17391
65536,2000,128,double,cuda_naive,43197352,163710,43010664,19556
65536,2000,128,double,cuda_shared,31940549,165246,31754559,17391
65536,2000,256,uint16_t,cuda_naive,39457097,117963,39317623,18089
65536,2000,256,uint16_t,cuda_shared,28825311,117335,28687232,17391
65536,2000,256,uint32_t,cuda_naive,40283469,132420,40129188,18369
65536,2000,256,uint32_t,cuda_shared,28494748,134307,28339418,17670
65536,2000,256,float,cuda_naive,40265939,133469,40110749,18369
65536,2000,256,float,cuda_shared,28941528,139614,28780682,17879
65536,2000,256,float,cuda_optim,31238705,143735,31074087,17530
65536,2000,256,double,cuda_naive,43606347,169577,43413374,19905
65536,2000,256,double,cuda_shared,31652939,166015,31465621,17880
65536,2000,512,uint16_t,cuda_naive,49043976,127183,48895002,18369
65536,2000,512,uint16_t,cuda_shared,34512345,118661,34372800,17461
65536,2000,512,uint32_t,cuda_naive,49189038,134865,49026306,24445
65536,2000,512,uint32_t,cuda_shared,34313574,135563,34156849,17740
65536,2000,512,float,cuda_naive,49156561,133817,48999347,19975
65536,2000,512,float,cuda_shared,34837390,133888,34682201,17879
65536,2000,512,float,cuda_optim,31643928,133608,31488810,18159
65536,2000,512,double,cuda_naive,52171996,173488,51975459,19626
65536,2000,512,double,cuda_shared,37172250,165806,36985421,17601
65536,2000,1024,uint16_t,cuda_naive,66932984,118592,66792323,18648
65536,2000,1024,uint16_t,cuda_shared,43444357,118592,43304463,17880
65536,2000,1024,uint32_t,cuda_naive,66982014,137658,66821378,19555
65536,2000,1024,uint32_t,cuda_shared,42964262,133747,42809492,17601
65536,2000,1024,float,cuda_naive,66827733,135564,66670518,18298
65536,2000,1024,float,cuda_shared,43378356,133538,43223726,17740
65536,2000,1024,float,cuda_optim,40372768,133189,40218067,18089
65536,2000,1024,double,cuda_naive,69343378,174116,69147751,18159
65536,2000,1024,double,cuda_shared,45917469,165736,45730292,18089
65536,2000,1,float,thrust,2209947,248638,1956699,1816
65536,2000,1,float,std::accumulate,14139901,248638,1956699,1816
65536,2000,1,float,cpu,156471652,248638,1956699,1816
65536,2000,1,float,cpu_seq,14165533,248638,1956699,1816
131072,2000,128,uint16_t,cuda_naive,49075943,151139,48901687,18647
131072,2000,128,uint16_t,cuda_shared,34544157,134167,34387781,18718
131072,2000,128,uint32_t,cuda_naive,52106186,191298,51891701,19765
131072,2000,128,uint32_t,cuda_shared,37081524,165805,36894697,17670
131072,2000,128,float,cuda_naive,52032153,168668,51840088,20044
131072,2000,128,float,cuda_shared,37430875,166014,37243908,17530
131072,2000,128,float,cuda_optim,43417448,165037,43231668,17321
131072,2000,128,double,cuda_naive,69555839,280835,69252026,19555
131072,2000,128,double,cuda_shared,49679749,228803,49429854,17670
131072,2000,256,uint16_t,cuda_naive,46247987,132910,46093495,18229
131072,2000,256,uint16_t,cuda_shared,34462058,133747,34307219,17740
131072,2000,256,uint32_t,cuda_naive,49067862,163710,48881244,19416
131072,2000,256,uint32_t,cuda_shared,35625279,164409,35438940,18648
131072,2000,256,float,cuda_naive,49085951,170764,48891930,19835
131072,2000,256,float,cuda_shared,35333059,168041,35143857,17740
131072,2000,256,float,cuda_optim,40318111,166993,40130235,17601
131072,2000,256,double,cuda_naive,64676668,228383,64425377,19625
131072,2000,256,double,cuda_shared,46234297,230200,45982935,17740
131072,2000,512,uint16_t,cuda_naive,54951502,134027,54795544,18508
131072,2000,512,uint16_t,cuda_shared,37468901,141779,37306100,17670
131072,2000,512,uint32_t,cuda_naive,55583294,168739,55391647,19556
131072,2000,512,uint32_t,cuda_shared,38872868,165386,38686669,17530
131072,2000,512,float,cuda_naive,55779410,166923,55588811,20255
131072,2000,512,float,cuda_shared,38357852,168250,38168370,17810
131072,2000,512,float,cuda_optim,40397382,173977,40200496,19486
131072,2000,512,double,cuda_naive,67142165,229850,66888778,20115
131072,2000,512,double,cuda_shared,46129325,239209,45866928,19765
131072,2000,1024,uint16_t,cuda_naive,75133625,134376,74977527,18299
131072,2000,1024,uint16_t,cuda_shared,49138801,134237,48983402,17740
131072,2000,1024,uint32_t,cuda_naive,75869503,172231,75675551,18369
131072,2000,1024,uint32_t,cuda_shared,48830797,172790,48637054,17531
131072,2000,1024,float,cuda_naive,75382144,164827,75195666,18298
131072,2000,1024,float,cuda_shared,49176795,165177,48990596,17670
131072,2000,1024,float,cuda_optim,43392604,173208,43197605,18369
131072,2000,1024,double,cuda_naive,86347787,227825,86097194,19416
131072,2000,1024,double,cuda_shared,57062886,229012,56810826,19626
131072,2000,1,float,thrust,4247103,327351,3915074,1885
131072,2000,1,float,std::accumulate,33045693,327351,3915074,1885
131072,2000,1,float,cpu,364656978,327351,3915074,1885
131072,2000,1,float,cpu_seq,33065738,327351,3915074,1885
262144,2000,256,uint16_t,cuda_naive,80781935,227546,80528268,20883
262144,2000,256,uint16_t,cuda_shared,54809513,169646,54618635,17740
262144,2000,256,uint32_t,cuda_naive,90450996,299483,90128464,19626
262144,2000,256,uint32_t,cuda_shared,60504300,228174,60255103,17531
262144,2000,256,float,cuda_naive,92351958,260161,92064768,23606
262144,2000,256,float,cuda_shared,61457505,227196,61209287,17670
262144,2000,256,float,cuda_optim,75139158,226009,74890171,19555
262144,2000,256,double,cuda_naive,116661557,517530,116120629,20045
262144,2000,256,double,cuda_shared,75692797,484705,75186580,17880
262144,2000,512,uint16_t,cuda_naive,74961060,169297,74768855,19556
262144,2000,512,uint16_t,cuda_shared,51939910,174326,51744282,17880
262144,2000,512,uint32_t,cuda_naive,83718564,235438,83460218,19486
262144,2000,512,uint32_t,cuda_shared,57546206,235368,57289677,17810
262144,2000,512,float,cuda_naive,83631929,236904,83371907,19696
262144,2000,512,float,cuda_shared,57772064,228034,57520912,19695
262144,2000,512,float,cuda_optim,64160250,228244,63909168,19416
262144,2000,512,double,cuda_naive,104902203,497835,104381321,19695
262144,2000,512,double,cuda_shared,67407143,490572,66895060,18089
262144,2000,1024,uint16_t,cuda_naive,86455833,169227,86263209,19975
262144,2000,1024,uint16_t,cuda_shared,57613871,164897,57427602,18090
262144,2000,1024,uint32_t,cuda_naive,92945569,230689,92686455,24864
262144,2000,1024,uint32_t,cuda_shared,62940805,229292,62688814,19347
262144,2000,1024,float,cuda_naive,92997811,229432,92745541,19486
262144,2000,1024,float,cuda_shared,62153893,227406,61903509,19556
262144,2000,1024,float,cuda_optim,63622675,233133,63366843,19346
262144,2000,1024,double,cuda_naive,107566962,484984,107058651,19905
262144,2000,1024,double,cuda_shared,71419055,479118,70916819,19696
262144,2000,1,float,thrust,8266444,475206,7786488,1886
262144,2000,1,float,std::accumulate,66230237,475206,7786488,1886
262144,2000,1,float,cpu,873577086,475206,7786488,1886
262144,2000,1,float,cpu_seq,66239364,475206,7786488,1886
524288,2000,512,uint16_t,cuda_naive,146927088,486242,146408998,22839
524288,2000,512,uint16_t,cuda_shared,93921614,238791,93659775,19486
524288,2000,512,uint32_t,cuda_naive,155073481,749896,154299700,20324
524288,2000,512,uint32_t,cuda_shared,102014997,486381,101506755,18439
524288,2000,512,float,cuda_naive,154953841,840621,154089684,19975
524288,2000,512,float,cuda_shared,101826074,495181,101307775,19626
524288,2000,512,float,cuda_optim,127703235,477860,127202396,19626
524288,2000,512,double,cuda_naive,206656688,1420521,205212282,20534
524288,2000,512,double,cuda_shared,126995676,1005517,125966901,19696
524288,2000,1024,uint16_t,cuda_naive,126235864,356544,125856062,19486
524288,2000,1024,uint16_t,cuda_shared,86436540,229012,86184550,19625
524288,2000,1024,uint32_t,cuda_naive,132300045,669157,131601764,25632
524288,2000,1024,uint32_t,cuda_shared,92012666,483936,91505611,19626
524288,2000,1024,float,cuda_naive,132232229,659449,131549103,20254
524288,2000,1024,float,cuda_shared,92217303,487079,91707176,19625
524288,2000,1024,float,cuda_optim,104258118,477720,103757630,19417
524288,2000,1024,double,cuda_naive,174688172,1374355,173291887,18578
524288,2000,1024,double,cuda_shared,108732908,1001956,107707555,19835
524288,2000,1,float,thrust,16342933,798156,15539958,2025
524288,2000,1,float,std::accumulate,132778667,798156,15539958,2025
524288,2000,1,float,cpu,2000881894,798156,15539958,2025
524288,2000,1,float,cpu_seq,132800876,798156,15539958,2025
1048576,2000,1024,uint16_t,cuda_naive,262670616,1204918,261431475,24724
1048576,2000,1024,uint16_t,cuda_shared,166723962,503912,166196165,20393
1048576,2000,1024,uint32_t,cuda_naive,276964241,1985332,274953836,21372
1048576,2000,1024,uint32_t,cuda_shared,181081555,1028145,180030012,19765
1048576,2000,1024,float,cuda_naive,275302208,1757647,273519000,22000
1048576,2000,1024,float,cuda_shared,180470087,1066978,179379222,20394
1048576,2000,1024,float,cuda_optim,225034144,1025073,223984976,20674
1048576,2000,1024,double,cuda_naive,381045098,3079481,377937889,24166
1048576,2000,1024,double,cuda_shared,229429085,2447690,226956741,20603
1048576,2000,1,float,thrust,32833512,1758626,31069928,1955
1048576,2000,1,float,std::accumulate,269297085,1758626,31069928,1955
1048576,2000,1,float,cpu,4355935630,1758626,31069928,1955
1048576,2000,1,float,cpu_seq,269383787,1758626,31069928,1955
2097152,2000,1,float,thrust,66657461,4452016,62193153,3422
2097152,2000,1,float,std::accumulate,634077768,4452016,62193153,3422
2097152,2000,1,float,cpu,11766162896,4452016,62193153,3422
2097152,2000,1,float,cpu_seq,637292249,4452016,62193153,3422
4194304,2000,1,float,thrust,132265404,7774266,124478217,3632
4194304,2000,1,float,std::accumulate,3615697490,7774266,124478217,3632
4194304,2000,1,float,cpu,53773839980,7774266,124478217,3632
4194304,2000,1,float,cpu_seq,3616977682,7774266,124478217,3632
8388608,2000,1,float,thrust,263015985,14070758,248933285,2235
8388608,2000,1,float,std::accumulate,7487553263,14070758,248933285,2235
8388608,2000,1,float,cpu,121234008059,14070758,248933285,2235
8388608,2000,1,float,cpu_seq,7483775757,14070758,248933285,2235
16777216,2000,1,float,thrust,523766449,26321959,497432546,2375
16777216,2000,1,float,std::accumulate,14979074952,26321959,497432546,2375
#N_elem,N_iter,N_block,dtype,method,t_tot,t_copy,t_exec,t_backcopy
1024,2000,32,uint16_t,cuda_naive,511162069,483435219,27656730,50634
1024,2000,32,uint16_t,cuda_shared,24828506,186895,24610323,24793
1024,2000,32,uint32_t,cuda_naive,26930171,191854,26692431,36666
1024,2000,32,uint32_t,cuda_shared,23380767,144781,23209237,21930
1024,2000,32,float,cuda_naive,23125148,137518,22951522,31079
1024,2000,32,float,cuda_shared,21562658,135423,21404467,18718
1024,2000,32,float,cuda_optim,20328493,116076,20188601,19695
1024,2000,32,double,cuda_naive,22860729,115238,22715179,25912
1024,2000,32,double,cuda_shared,18664734,106717,18536156,18229
1024,2000,64,uint16_t,cuda_naive,21977725,113771,21841535,18857
1024,2000,64,uint16_t,cuda_shared,18748823,105949,18621362,18089
1024,2000,64,uint32_t,cuda_naive,22018722,113422,21882811,18996
1024,2000,64,uint32_t,cuda_shared,18624854,106019,18497325,18089
1024,2000,64,float,cuda_naive,22081229,105531,21953559,18718
1024,2000,64,float,cuda_shared,18741070,106159,18612911,18578
1024,2000,64,float,cuda_optim,18918048,113213,18783394,17879
1024,2000,64,double,cuda_naive,22025007,106089,21896570,18857
1024,2000,64,double,cuda_shared,18673185,106787,18544398,18508
1024,2000,128,uint16_t,cuda_naive,24940182,106229,24811605,18787
1024,2000,128,uint16_t,cuda_shared,21885605,105390,21758424,18298
1024,2000,128,uint32_t,cuda_naive,25144049,105461,25016240,18857
1024,2000,128,uint32_t,cuda_shared,21519357,105809,21392036,18089
1024,2000,128,float,cuda_naive,24945631,106019,24817122,19067
1024,2000,128,float,cuda_shared,21812061,105949,21678804,23886
1024,2000,128,float,cuda_optim,21886792,105390,21760030,17879
1024,2000,128,double,cuda_naive,25237707,105670,25109618,18996
1024,2000,128,double,cuda_shared,21702829,105530,21575789,18019
1024,2000,256,uint16_t,cuda_naive,25044386,105809,24916297,18788
1024,2000,256,uint16_t,cuda_shared,21791947,105600,21664836,18019
1024,2000,256,uint32_t,cuda_naive,25046620,105460,24918253,19346
1024,2000,256,uint32_t,cuda_shared,21624258,106647,21495332,18857
1024,2000,256,float,cuda_naive,24952684,107346,24822361,19555
1024,2000,256,float,cuda_shared,21445395,105740,21318353,17880
1024,2000,256,float,cuda_optim,23784938,103575,23660550,17391
1024,2000,256,double,cuda_naive,23872658,103016,23747922,18299
1024,2000,256,double,cuda_shared,23618296,103365,23494119,17460
1024,2000,512,uint16_t,cuda_naive,26591510,109720,26459929,18578
1024,2000,512,uint16_t,cuda_shared,23721243,102177,23597973,17740
1024,2000,512,uint32_t,cuda_naive,26446589,103155,26320386,19696
1024,2000,512,uint32_t,cuda_shared,23460037,101689,23337675,17390
1024,2000,512,float,cuda_naive,26588158,101759,26465237,17879
1024,2000,512,float,cuda_shared,23709369,101130,23587636,17321
1024,2000,512,float,cuda_optim,29182901,101549,29058793,19137
1024,2000,512,double,cuda_naive,26756825,101619,26632298,19555
1024,2000,512,double,cuda_shared,23866861,102388,23743662,17460
1024,2000,1,float,thrust,273917,231593,38134,1396
1024,2000,1,float,std::accumulate,203099,231593,38134,1396
1024,2000,1,float,cpu,1872794,231593,38134,1396
1024,2000,1,float,cpu_seq,201073,231593,38134,1396
2048,2000,32,uint16_t,cuda_naive,21119585,104972,20993242,17879
2048,2000,32,uint16_t,cuda_shared,19451356,102317,19328296,17461
2048,2000,32,uint32_t,cuda_naive,21063922,102457,20939814,18298
2048,2000,32,uint32_t,cuda_shared,20181197,101969,20058277,17600
2048,2000,32,float,cuda_naive,20908664,101758,20785535,17949
2048,2000,32,float,cuda_shared,18815312,101968,18692810,17181
2048,2000,32,float,cuda_optim,18199032,101828,18076670,17181
2048,2000,32,double,cuda_naive,21788874,110558,21657154,17809
2048,2000,32,double,cuda_shared,20202778,110559,20071337,17531
2048,2000,64,uint16_t,cuda_naive,20594798,101689,20471598,18158
2048,2000,64,uint16_t,cuda_shared,18354569,108534,18225292,17391
2048,2000,64,uint32_t,cuda_naive,20693623,102038,20570423,17810
2048,2000,64,uint32_t,cuda_shared,19459388,102038,19336817,17180
2048,2000,64,float,cuda_naive,20737134,101689,20614144,17949
2048,2000,64,float,cuda_shared,18269013,101968,18146163,17600
2048,2000,64,float,cuda_optim,18534131,101549,18411978,17251
2048,2000,64,double,cuda_naive,20562461,103644,20437236,18159
2048,2000,64,double,cuda_shared,20027477,102946,19903299,17810
2048,2000,128,uint16_t,cuda_naive,23759376,101409,23636735,17879
2048,2000,128,uint16_t,cuda_shared,20666385,101130,20544721,17181
2048,2000,128,uint32_t,cuda_naive,23758398,101409,23635757,17810
2048,2000,128,uint32_t,cuda_shared,20264029,101619,20142016,17042
2048,2000,128,float,cuda_naive,23768805,101898,23644208,19346
2048,2000,128,float,cuda_shared,20419985,101619,20292036,23047
2048,2000,128,float,cuda_optim,20602550,101480,20480258,17460
2048,2000,128,double,cuda_naive,23780398,109441,23649795,17880
2048,2000,128,double,cuda_shared,20338829,103225,20214931,17321
2048,2000,256,uint16_t,cuda_naive,26435764,101479,26311587,19346
2048,2000,256,uint16_t,cuda_shared,23682201,100431,23561307,17181
2048,2000,256,uint32_t,cuda_naive,26408247,101479,26284069,19346
2048,2000,256,uint32_t,cuda_shared,23474564,101689,23351433,18089
2048,2000,256,float,cuda_naive,26522786,104622,26395046,19835
2048,2000,256,float,cuda_shared,23695053,102737,23571642,17251
2048,2000,256,float,cuda_optim,23702036,101759,23579395,17600
2048,2000,256,double,cuda_naive,26566298,103435,26441281,18159
2048,2000,256,double,cuda_shared,23555230,110908,23423509,17391
2048,2000,512,uint16_t,cuda_naive,30302666,101969,30178698,18647
2048,2000,512,uint16_t,cuda_shared,26287770,103994,26162894,17460
2048,2000,512,uint32_t,cuda_naive,29637568,102667,29513460,18019
2048,2000,512,uint32_t,cuda_shared,26197466,102876,26073847,17390
2048,2000,512,float,cuda_naive,29618710,102457,29494742,18159
2048,2000,512,float,cuda_shared,26546393,102737,26422983,17390
2048,2000,512,float,cuda_optim,29308406,102737,29184507,17740
2048,2000,512,double,cuda_naive,30064926,103086,29940050,18369
2048,2000,512,double,cuda_shared,26231548,103155,26107510,17461
2048,2000,1024,uint16_t,cuda_naive,35333264,101200,35210343,18299
2048,2000,1024,uint16_t,cuda_shared,30099079,108813,29968755,18089
2048,2000,1024,uint32_t,cuda_naive,35420776,102038,35295480,19905
2048,2000,1024,uint32_t,cuda_shared,31594521,102457,31471111,17670
2048,2000,1024,float,cuda_naive,35404014,101829,35280743,18159
2048,2000,1024,float,cuda_shared,30270749,102178,30147619,17600
2048,2000,1024,float,cuda_optim,38063360,101899,37940159,17880
2048,2000,1024,double,cuda_naive,35321880,110139,35188763,19555
2048,2000,1024,double,cuda_shared,32000089,103016,31873955,19765
2048,2000,1,float,thrust,240114,172717,63277,1396
2048,2000,1,float,std::accumulate,405569,172717,63277,1396
2048,2000,1,float,cpu,3610306,172717,63277,1396
2048,2000,1,float,cpu_seq,407244,172717,63277,1396
4096,2000,32,uint16_t,cuda_naive,23707903,105042,23581630,17739
4096,2000,32,uint16_t,cuda_shared,20617636,103504,20493109,17670
4096,2000,32,uint32_t,cuda_naive,23715446,103504,23590640,17949
4096,2000,32,uint32_t,cuda_shared,20235395,103226,20111635,17181
4096,2000,32,float,cuda_naive,23746945,124108,23588125,18508
4096,2000,32,float,cuda_shared,20650811,106508,20522163,18787
4096,2000,32,float,cuda_optim,18903382,107555,18774804,17670
4096,2000,32,double,cuda_naive,23727947,107485,23599300,17740
4096,2000,32,double,cuda_shared,20355870,106158,20228550,17740
4096,2000,64,uint16_t,cuda_naive,21231051,102737,21106804,18089
4096,2000,64,uint16_t,cuda_shared,20242379,102667,20118480,17879
4096,2000,64,uint32_t,cuda_naive,21359071,103784,21232170,19765
4096,2000,64,uint32_t,cuda_shared,20144811,111118,20012740,17600
4096,2000,64,float,cuda_naive,21149058,103924,21023763,17949
4096,2000,64,float,cuda_shared,20278626,105320,20152284,17669
4096,2000,64,float,cuda_optim,18948988,111188,18817267,17181
4096,2000,64,double,cuda_naive,23639528,106020,23511928,18229
4096,2000,64,double,cuda_shared,20273458,106089,20146486,17460
4096,2000,128,uint16_t,cuda_naive,26340361,102457,26214507,20044
4096,2000,128,uint16_t,cuda_shared,20633839,102597,20510359,17530
4096,2000,128,uint32_t,cuda_naive,26402240,102946,26275687,20185
4096,2000,128,uint32_t,cuda_shared,20516575,106019,20389883,17251
4096,2000,128,float,cuda_naive,26443168,103784,26318152,17879
4096,2000,128,float,cuda_shared,20599547,104832,20473832,17461
4096,2000,128,float,cuda_optim,20584461,110698,20452811,17600
4096,2000,128,double,cuda_naive,26352164,105530,26225053,18228
4096,2000,128,double,cuda_shared,21252703,105530,21126151,17600
4096,2000,256,uint16_t,cuda_naive,29438939,101758,29315879,17879
4096,2000,256,uint16_t,cuda_shared,23700500,101898,23577789,17530
4096,2000,256,uint32_t,cuda_naive,29341999,110000,29209440,19137
4096,2000,256,uint32_t,cuda_shared,23347313,103086,23223763,17181
4096,2000,256,float,cuda_naive,29409745,110349,29276768,19206
4096,2000,256,float,cuda_shared,23678849,102667,23555649,17181
4096,2000,256,float,cuda_optim,23665021,102457,23542100,17181
4096,2000,256,double,cuda_naive,29550475,104831,29422806,19486
4096,2000,256,double,cuda_shared,23638132,105810,23511439,17530
4096,2000,512,uint16_t,cuda_naive,35216559,102527,35090705,19905
4096,2000,512,uint16_t,cuda_shared,26608761,103924,26483954,17460
4096,2000,512,uint32_t,cuda_naive,34540007,104133,34414013,18438
4096,2000,512,uint32_t,cuda_shared,26523065,103854,26398329,17531
4096,2000,512,float,cuda_naive,33864921,103015,33740185,18298
4096,2000,512,float,cuda_shared,26774354,104063,26649618,17321
4096,2000,512,float,cuda_optim,29328381,103086,29203853,18019
4096,2000,512,double,cuda_naive,35422731,105600,35295550,18229
4096,2000,512,double,cuda_shared,27714837,106298,27587517,17669
4096,2000,1024,uint16_t,cuda_naive,42582440,102247,42456587,20184
4096,2000,1024,uint16_t,cuda_shared,32609384,103784,32484508,17670
4096,2000,1024,uint32_t,cuda_naive,41241138,110000,41109557,18159
4096,2000,1024,uint32_t,cuda_shared,32815625,103296,32691447,17531
4096,2000,1024,float,cuda_naive,41242675,103085,41117310,18927
4096,2000,1024,float,cuda_shared,32587524,105740,32460622,17740
4096,2000,1024,float,cuda_optim,38035353,104064,37909849,18089
4096,2000,1024,double,cuda_naive,42777856,105530,42649349,19625
4096,2000,1024,double,cuda_shared,34820140,105460,34693169,18158
4096,2000,1,float,thrust,309397,174394,130813,1467
4096,2000,1,float,std::accumulate,804362,174394,130813,1467
4096,2000,1,float,cpu,7401500,174394,130813,1467
4096,2000,1,float,cpu_seq,816025,174394,130813,1467
8192,2000,32,uint16_t,cuda_naive,23716074,112026,23582608,17879
8192,2000,32,uint16_t,cuda_shared,20636842,105111,20510220,18159
8192,2000,32,uint32_t,cuda_naive,23737166,106439,23609706,17600
8192,2000,32,uint32_t,cuda_shared,20251178,105740,20124487,17600
8192,2000,32,float,cuda_naive,23725084,105670,23598182,17810
8192,2000,32,float,cuda_shared,20405179,113562,20270594,17670
8192,2000,32,float,cuda_optim,20645433,105740,20519159,17181
8192,2000,32,double,cuda_naive,23762589,109581,23631846,17810
8192,2000,32,double,cuda_shared,20291477,109861,20160664,17670
8192,2000,64,uint16_t,cuda_naive,23706297,102876,23581979,18089
8192,2000,64,uint16_t,cuda_shared,20444849,103575,20320321,17670
8192,2000,64,uint32_t,cuda_naive,23713770,105251,23587217,17879
8192,2000,64,uint32_t,cuda_shared,20259280,104971,20133846,17181
8192,2000,64,float,cuda_naive,23700919,105111,23574576,17879
8192,2000,64,float,cuda_shared,20362226,105111,20236651,17181
8192,2000,64,float,cuda_optim,20529636,105181,20403851,17321
8192,2000,64,double,cuda_naive,23718309,109162,23586449,19346
8192,2000,64,double,cuda_shared,20220100,109791,20089356,17530
8192,2000,128,uint16_t,cuda_naive,26712824,103296,26588367,17879
8192,2000,128,uint16_t,cuda_shared,22226849,103225,22102532,17739
8192,2000,128,uint32_t,cuda_naive,26726933,105810,26598354,19346
8192,2000,128,uint32_t,cuda_shared,23383630,105460,23257497,17251
8192,2000,128,float,cuda_naive,26633694,105111,26507142,18159
8192,2000,128,float,cuda_shared,21861300,106508,21733909,17530
8192,2000,128,float,cuda_optim,20859426,105460,20733363,17251
8192,2000,128,double,cuda_naive,27482825,109162,27352082,18158
8192,2000,128,double,cuda_shared,23404373,109721,23273839,17460
8192,2000,256,uint16_t,cuda_naive,31560298,104064,31433327,19485
8192,2000,256,uint16_t,cuda_shared,23689395,103225,23565567,17180
8192,2000,256,uint32_t,cuda_naive,31494158,106159,31366419,18159
8192,2000,256,uint32_t,cuda_shared,23474214,105041,23348639,17181
8192,2000,256,float,cuda_naive,30890101,105531,30761872,19346
8192,2000,256,float,cuda_shared,23683738,104901,23558094,17460
8192,2000,256,float,cuda_optim,23707833,104901,23582329,17250
8192,2000,256,double,cuda_naive,32472286,108743,32341683,18508
8192,2000,256,double,cuda_shared,24715014,111467,24582595,17600
8192,2000,512,uint16_t,cuda_naive,37998966,104064,37871995,19555
8192,2000,512,uint16_t,cuda_shared,29221873,103784,29097485,17321
8192,2000,512,uint32_t,cuda_naive,38349988,104762,38223436,18438
8192,2000,512,uint32_t,cuda_shared,28993631,105391,28867218,17670
8192,2000,512,float,cuda_naive,38252140,107137,38123354,18298
8192,2000,512,float,cuda_shared,29316577,105949,29189675,17600
8192,2000,512,float,cuda_optim,29297720,105600,29169072,19625
8192,2000,512,double,cuda_naive,38221690,109371,38089411,19486
8192,2000,512,double,cuda_shared,29040983,109860,28910310,17461
8192,2000,1024,uint16_t,cuda_naive,49366613,103295,49241946,17949
8192,2000,1024,uint16_t,cuda_shared,35272363,110768,35140782,17460
8192,2000,1024,uint32_t,cuda_naive,48271990,105600,48144739,18229
8192,2000,1024,uint32_t,cuda_shared,35615423,113282,35481398,17390
8192,2000,1024,float,cuda_naive,48456581,105111,48330099,18088
8192,2000,1024,float,cuda_shared,35399055,105949,35270547,19276
8192,2000,1024,float,cuda_optim,39418141,112724,39284046,17949
8192,2000,1024,double,cuda_naive,49911374,109302,49780772,17949
8192,2000,1024,double,cuda_shared,37609950,110279,37478160,18089
8192,2000,1,float,thrust,429035,179352,245492,1467
8192,2000,1,float,std::accumulate,1631842,179352,245492,1467
8192,2000,1,float,cpu,15463279,179352,245492,1467
8192,2000,1,float,cpu_seq,1633099,179352,245492,1467
16384,2000,32,uint16_t,cuda_naive,24364202,109651,24233319,17670
16384,2000,32,uint16_t,cuda_shared,20539274,106298,20412023,17600
16384,2000,32,uint32_t,cuda_naive,26383383,116914,26245377,17739
16384,2000,32,uint32_t,cuda_shared,20314873,110000,20183922,17530
16384,2000,32,float,cuda_naive,26381148,109860,26250126,17879
16384,2000,32,float,cuda_shared,20457629,108743,20328283,17181
16384,2000,32,float,cuda_optim,23714469,115937,23578138,17041
16384,2000,32,double,cuda_naive,26724767,129905,26572094,19346
16384,2000,32,double,cuda_shared,23439992,117613,23301497,17530
16384,2000,64,uint16_t,cuda_naive,23715516,105111,23589243,17809
16384,2000,64,uint16_t,cuda_shared,20584531,105111,20458816,17181
16384,2000,64,uint32_t,cuda_naive,23867909,108604,23737865,18019
16384,2000,64,uint32_t,cuda_shared,20276880,112095,20144042,17391
16384,2000,64,float,cuda_naive,23777814,109651,23645255,19486
16384,2000,64,float,cuda_shared,20475020,109651,20344626,17321
16384,2000,64,float,cuda_optim,20460423,109022,20330798,17251
16384,2000,64,double,cuda_naive,26655415,128997,26503649,19486
16384,2000,64,double,cuda_shared,20600175,117753,20461750,17251
16384,2000,128,uint16_t,cuda_naive,29535111,112864,29400177,18717
16384,2000,128,uint16_t,cuda_shared,23721871,107905,23593084,17460
16384,2000,128,uint32_t,cuda_naive,29417777,110139,29286057,18229
16384,2000,128,uint32_t,cuda_shared,23413173,110279,23282430,17111
16384,2000,128,float,cuda_naive,29232837,109162,29102164,18159
16384,2000,128,float,cuda_shared,23707763,116984,23570176,17251
16384,2000,128,float,cuda_optim,23477637,108953,23348220,17111
16384,2000,128,double,cuda_naive,29392355,117542,29253511,18019
16384,2000,128,double,cuda_shared,23499846,124247,23354996,17250
16384,2000,256,uint16_t,cuda_naive,32420883,105530,32292444,19556
16384,2000,256,uint16_t,cuda_shared,26137192,105809,26010640,17321
16384,2000,256,uint32_t,cuda_naive,32257245,108813,32125873,19206
16384,2000,256,uint32_t,cuda_shared,25903294,108952,25773809,17181
16384,2000,256,float,cuda_naive,32263809,109162,32133625,17670
16384,2000,256,float,cuda_shared,25611846,108603,25482850,17111
16384,2000,256,float,cuda_optim,23736398,116565,23599370,17111
16384,2000,256,double,cuda_naive,34380140,117822,34240946,18089
16384,2000,256,double,cuda_shared,26221701,118311,26082367,17600
16384,2000,512,uint16_t,cuda_naive,40968687,107067,40838783,19415
16384,2000,512,uint16_t,cuda_shared,29340882,113212,29206997,17320
